Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,40233.3256275756,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,40233.3256275756,48283.0259530052,53474.8505582387,53920.0370293533,48738.7479734066,44352.1378460602,39137.3003580273,42036.7964195284,44300.5622771677,42151.0863753148,..
Australia,AUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.9920987204353,51.5628132199992,50.3854314463116,48.3937102169923,48.7383986566523,45.3144240657095,44.5399257932247,48.3406179391109,46.6580950127535,..,..
Australia,AUS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.34024550207767,1.67382499111307,1.72074104603589,2.13883076334763,2.37342249684338,2.15439420000884,..,..,..,..,..
Australia,AUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.7,13.6,13.7,13.3,13.2,12.9,12.9,12.6,12.6,12.1,12.499
Australia,AUS,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.337960911028265,0.328492401683623,0.316106821568418,0.302949666615111,0.288150041186432,0.286610026441312,0.284809884169295,0.280754157930702,0.272302624212754,..,..
Australia,AUS,CO2 emissions (kt),EN.ATM.CO2E.KT,387350,385770,385770,379270,369880,375970,383960,387200,386620,..,..
Australia,AUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.5,6.6,6.6,6.4,6.6,6.6,6.6,6.5,6.3,6.7,6.641
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..
Australia,AUS,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,71.3276416875453,67.9882791730831,68.554964397789,63.7153925350832,61.1643250733091,62.8716168006469,..,..,..,..,..
Australia,AUS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,5.3441308366086,6.59926666062771,5.58564442391322,7.2794356244066,7.40582605613379,5.29618354500626,..,..,..,..,..
Australia,AUS,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0,0,0,0,0,0,..,..,..,..,..
Australia,AUS,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,17.6468725633384,19.2972229989721,19.3430715070806,20.4526061509248,21.9097412431927,20.7954779685741,..,..,..,..,..
Australia,AUS,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,2.41360612069614,2.28784554974853,1.50931073482326,2.56789292567532,2.01922147391487,2.6950641361049,..,..,..,..,..
Australia,AUS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.23000001907349,2.8199999332428,2.79999995231628,2.61999988555908,2.79999995231628,2.64000010490417,2.61999988555908,2.59999990463257,2.61999988555908,2.55999994277954,..
Australia,AUS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,20.9799995422363,20.8299999237061,20.7099990844727,20.4500007629395,20.2900009155273,19.3899993896484,19.3600006103516,19.4300003051758,19.8899993896484,19.0599994659424,..
Australia,AUS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,75.7900009155273,76.3499984741211,76.4899978637695,76.9300003051758,76.9199981689453,77.9700012207031,78.0199966430664,77.9700012207031,77.5,78.379997253418,..
Australia,AUS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1146138465603.81,1174365063005.45,1220378598873.43,1251924137225.91,1283636811145.51,1311782440650.19,1348127369665.9,1379142531152.01,1419817385593.49,1450499018770.09,1446367427550.64
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.49205315549527,1.04885435076942,2.11968358421093,0.834364138436911,1.0151142229833,0.732407043765832,1.17790700769076,0.591766542797203,1.37996022097906,0.618187910846473,-1.53208619839118
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,52022.1255961876,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54027.9668184568,57354.9640455891,55057.2046960666,51812.1540373988
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,59060.7191893517,63411.8387697345,65958.1810339955,66425.9093331761,68093.0048220955,68214.7019261635,68650.34039443,71635.6812045918,73993.6391152145,76980.9836060403,77293.3713929915
Australia,AUS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.78,3.79,3.75,3.74,3.79,3.82,3.84,..,..,..,..
Australia,AUS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,76.45,76.65,76.41,76.4,76.34,77.01,77.02,77.51,78.07,78.51,..
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.5479512195122
Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,119320,168820,166730,127150,135190,133430,118280,139810,139070,..,..
Australia,AUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4,3.8,3.6,3.5,3.3,3.3,3.2,3.1,3.1,3.1,..
Australia,AUS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2.7,2.6,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.3,..
Australia,AUS,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,54650,107800,107090,63530,75800,71960,57390,79440,76760,..,..
Australia,AUS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,..,..,..
Australia,AUS,"Population, total",SP.POP.TOTL,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,8.61187962842023,10.4266522781963,10.5926533603071,13.2641083883167,14.9067122095833,13.6378410946741,..,..,..,..,..
Australia,AUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.10902729265093,8.25618114983427,8.247109347095,9.08848190986827,9.27819845713441,9.18050295980786,..,..,..,..,..
Australia,AUS,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.39,..,..,..,..,10.83,..,..,10.51,..,..
Australia,AUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.46
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.61
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,26.7436008453369,24.9464492797852,29.7842502593994,30.0298099517822,31.3911895751953,31.7493305206299,..,..
Australia,AUS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,41.795711517334,42.7026596069336,46.461971282959,41.6409111022949,39.0349807739258,45.3450698852539,46.4734306335449,47.6669883728027,48.3026695251465,..,..
Australia,AUS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,99.8681335449219,..,99.9028167724609,..,..,100,..,99.7305908203125,99.6665267944336,..,..
Australia,AUS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,0.3,..,..,..,0.4,..,..,..,..,..,..
Australia,AUS,Gini index (World Bank estimate),SI.POV.GINI,34.7,..,..,..,34.4,..,..,..,..,..,..
Argentina,ARG,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,37.0139554841882,29.8767149932002,32.7864583220456,38.1503761326369,38.585603446258,..,39.5254494096801,40.437905879588,40.150133336898,..,..
Argentina,ARG,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,8614.98987838247,9294.34868621907,9046.67733696197,9124.89397318506,8714.10072570177,9056.08921122709,8801.1160185757,9204.40061775889,8911.90468445109,8330.93909484951,..
Argentina,ARG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8614.98987838247,10687.8063952378,10827.7308081891,10836.2931686952,10212.7922967185,11677.2886946738,10803.6422710125,12497.7305065883,9676.81110681212,8160.57202868847,..
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.8902835176801,54.1826074564529,54.5381464469852,54.5180491761946,54.3357121193851,54.3357121193851,54.3357121193851,54.3357121193851,54.3605596541808,..,..
Argentina,ARG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.68326959017728,5.85903880132898,5.57056095371141,5.67143015652958,5.50150364266138,..,..,..,..,..,..
Argentina,ARG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.154,18.055,17.949,17.831,17.698,17.548,17.383,17.205,17.021,16.833,16.644
Argentina,ARG,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,5.025251,..,..,..,..,..,..,..,..
Argentina,ARG,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.396905373050403,0.394734080904889,0.401685178222136,0.40426848781375,0.405470208997898,0.40824840057789,0.412866560137775,0.392484190050953,0.396757279618362,..,..
Argentina,ARG,CO2 emissions (kt),EN.ATM.CO2E.KT,168140,177260,178530,184000,179910,186090,184280,180120,177410,..,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.708,7.694,7.68,7.665,7.651,7.638,7.626,7.616,7.609,7.604,7.602
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..
Argentina,ARG,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,2.40533916639391,2.83586121724364,2.9205099279642,2.54892937775924,2.21728366463494,2.02956738894983,..,..,..,..,..
Argentina,ARG,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,26.8131850586366,30.6425842306356,27.2320408178313,29.3691309912423,29.6079396562957,26.2415750877847,..,..,..,..,..
Argentina,ARG,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,5.72475511523754,4.91760256261819,4.71513784128529,4.46296322926703,4.16672699106716,..,..,..,..,..,..
